Count,Serial No.,Image Name,Annotations,X,Y,R,G,B,Grayscale,Hex,Prediction,CountBlue,CountBrown,Image Name.1,browntype,FinalPred,CountW,CountM,CountS,CountN
1159,59,2721.png,38,116,130,61,37,33,0.1639670580625534,#3d2521,Brown,,849.0,2721.png,0.0,S,,,412.0,
1160,59,2721.png,38,124,136,63,34,35,0.1577827483415604,#3f2223,Brown,,850.0,2721.png,0.0,S,,,413.0,
1161,59,2721.png,38,133,132,81,59,51,0.2474439144134521,#513b33,Brown,,851.0,2721.png,0.0,S,,,414.0,
1162,59,2721.png,38,142,134,75,55,51,0.2312219738960266,#4b3733,Brown,,852.0,2721.png,0.0,S,,,415.0,
1163,59,2721.png,38,134,153,91,61,47,0.2602572441101074,#5b3d2f,Brown,,853.0,2721.png,0.0,S,,,416.0,
1164,59,2721.png,38,138,113,50,35,33,0.1491894125938416,#322321,Brown,,854.0,2721.png,0.0,S,,,417.0,
1165,59,2721.png,38,130,103,79,42,35,0.1935600191354752,#4f2a23,Brown,,855.0,2721.png,0.0,S,,,418.0,
1166,59,2721.png,38,119,98,74,45,37,0.1983752995729446,#4a2d25,Brown,,856.0,2721.png,0.0,S,,,419.0,
1167,59,2721.png,38,104,98,82,55,55,0.2381862848997116,#523737,Brown,,857.0,2721.png,0.0,S,,,420.0,
1168,59,2721.png,38,92,67,81,78,124,0.3213886022567749,#514e7c,Blue,311.0,,2721.png,,N,,,,311.0
1169,59,2721.png,38,105,50,63,40,43,0.1768776476383209,#3f282b,Brown,,858.0,2721.png,0.0,S,,,421.0,
1170,59,2721.png,38,116,42,47,36,33,0.1494949012994766,#2f2421,Brown,,859.0,2721.png,0.0,S,,,422.0,
1171,59,2721.png,38,121,36,63,47,45,0.1970815658569336,#3f2f2d,Brown,,860.0,2721.png,0.0,S,,,423.0,
1172,59,2721.png,38,122,49,78,55,40,0.2306117713451385,#4e3728,Brown,,861.0,2721.png,0.0,S,,,424.0,
1173,59,2721.png,38,120,59,76,53,51,0.2264443337917328,#4c3533,Brown,,862.0,2721.png,0.0,S,,,425.0,
1174,59,2721.png,38,119,77,83,57,40,0.2403894066810608,#533928,Brown,,863.0,2721.png,0.0,S,,,426.0,
1175,59,2721.png,38,121,85,85,58,57,0.2496682405471802,#553a39,Brown,,864.0,2721.png,0.0,S,,,427.0,
1176,59,2721.png,38,133,60,107,106,140,0.4261329472064972,#6b6a8c,Blue,312.0,,2721.png,,N,,,,312.0
1177,59,2721.png,38,142,10,76,79,110,0.3160690367221832,#4c4f6e,Blue,313.0,,2721.png,,N,,,,313.0
1178,59,2721.png,38,163,12,137,122,149,0.4985654950141907,#897a95,Blue,314.0,,2721.png,,N,,,,314.0
1179,59,2721.png,38,178,57,80,56,65,0.2421525418758392,#503841,Brown,,865.0,2721.png,0.0,S,,,428.0,
1180,59,2721.png,38,186,51,87,68,62,0.2808035612106323,#57443e,Brown,,866.0,2721.png,2.0,M,,331.0,,
1181,59,2721.png,38,147,83,82,69,81,0.2848145067691803,#524551,Brown,,867.0,2721.png,2.0,M,,332.0,,
1182,60,278.png,1,155,85,83,70,102,0.2943909764289856,#534666,Blue,315.0,,278.png,,N,,,,315.0
1183,61,2842.png,26,87,54,90,96,131,0.381366640329361,#5a6083,Blue,316.0,,2842.png,,N,,,,316.0
1184,61,2842.png,26,92,63,134,123,150,0.499153733253479,#867b96,Blue,317.0,,2842.png,,N,,,,317.0
1185,61,2842.png,26,102,67,143,121,153,0.5018909573554993,#8f7999,Brown,,868.0,2842.png,1.0,W,108.0,,,
1186,61,2842.png,26,101,34,109,97,101,0.3915231227874756,#6d6165,Brown,,869.0,2842.png,2.0,M,,333.0,,
1187,61,2842.png,26,110,31,120,109,96,0.4329419434070587,#786d60,Brown,,870.0,2842.png,2.0,M,,334.0,,
1188,61,2842.png,26,116,16,102,101,139,0.4076561033725739,#66658b,Blue,318.0,,2842.png,,N,,,,318.0
1189,61,2842.png,26,105,20,84,74,79,0.2999431490898132,#544a4f,Brown,,871.0,2842.png,2.0,M,,335.0,,
1190,61,2842.png,26,121,11,114,83,87,0.3524545431137085,#725357,Brown,,872.0,2842.png,2.0,M,,336.0,,
1191,61,2842.png,26,111,1,91,92,82,0.3571235239505768,#5b5c52,Brown,,873.0,2842.png,2.0,M,,337.0,,
1192,61,2842.png,26,144,1,50,31,39,0.1396639198064804,#321f27,Brown,,874.0,2842.png,0.0,S,,,429.0,
1193,61,2842.png,26,154,12,120,100,100,0.4088235199451447,#786464,Brown,,875.0,2842.png,2.0,M,,338.0,,
1194,61,2842.png,26,158,26,109,95,122,0.3918498158454895,#6d5f7a,Blue,319.0,,2842.png,,N,,,,319.0
1195,61,2842.png,26,150,25,155,155,174,0.6132153272628784,#9b9bae,Blue,320.0,,2842.png,,N,,,,320.0
1196,61,2842.png,26,139,24,122,121,126,0.4767568409442902,#7a797e,Brown,,876.0,2842.png,1.0,W,109.0,,,
1197,61,2842.png,26,131,22,138,127,166,0.5182329416275024,#8a7fa6,Blue,321.0,,2842.png,,N,,,,321.0
1198,61,2842.png,26,124,21,109,81,85,0.3421113789081573,#6d5155,Brown,,877.0,2842.png,2.0,M,,339.0,,
1199,61,2842.png,26,127,39,96,98,114,0.3871710002422333,#606272,Blue,322.0,,2842.png,,N,,,,322.0
1200,61,2842.png,26,138,40,77,74,118,0.3051368594169617,#4d4a76,Blue,323.0,,2842.png,,N,,,,323.0
1201,61,2842.png,26,153,35,111,101,121,0.4100666642189026,#6f6579,Brown,,878.0,2842.png,2.0,M,,340.0,,
1202,61,2842.png,26,158,39,130,117,134,0.4744635224342346,#827586,Brown,,879.0,2842.png,1.0,W,110.0,,,
1203,61,2842.png,26,147,42,138,131,138,0.5215380787849426,#8a838a,Brown,,880.0,2842.png,1.0,W,111.0,,,
1204,61,2842.png,26,169,46,85,73,93,0.3019294142723083,#55495d,Brown,,881.0,2842.png,2.0,M,,341.0,,
1205,61,2842.png,26,159,67,139,140,181,0.5597788095474243,#8b8cb5,Blue,324.0,,2842.png,,N,,,,324.0
1206,61,2842.png,26,152,70,118,110,140,0.4465215504169464,#766e8c,Blue,325.0,,2842.png,,N,,,,325.0
1207,61,2842.png,26,146,58,177,162,178,0.652318000793457,#b1a2b2,Blue,326.0,,2842.png,,N,,,,326.0
1208,61,2842.png,26,130,75,130,126,146,0.503105878829956,#827e92,Blue,327.0,,2842.png,,N,,,,327.0
1209,62,286.png,8,20,79,79,81,103,0.3222007751464844,#4f5167,Blue,328.0,,286.png,,N,,,,328.0
1210,62,286.png,8,41,81,141,130,146,0.52349454164505,#8d8292,Brown,,882.0,286.png,1.0,W,112.0,,,
1211,62,286.png,8,2,13,96,59,35,0.2554199993610382,#603b23,Brown,,883.0,286.png,0.0,S,,,430.0,
1212,62,286.png,8,35,6,145,147,165,0.5798933506011963,#9193a5,Blue,329.0,,286.png,,N,,,,329.0
1213,62,286.png,8,49,2,121,111,143,0.4526752829551697,#796f8f,Blue,330.0,,286.png,,N,,,,330.0
1214,62,286.png,8,121,18,167,106,74,0.4574717879295349,#a76a4a,Brown,,884.0,286.png,2.0,M,,342.0,,
1215,62,286.png,8,147,23,147,139,181,0.5636399984359741,#938bb5,Blue,331.0,,286.png,,N,,,,331.0
1216,62,286.png,8,191,180,115,72,50,0.3119659125804901,#734832,Brown,,885.0,286.png,2.0,M,,343.0,,
1217,63,287.png,15,83,145,151,145,180,0.5835235714912415,#9791b4,Blue,332.0,,287.png,,N,,,,332.0
1218,63,287.png,15,85,136,132,108,96,0.4401364922523499,#846c60,Brown,,886.0,287.png,2.0,M,,344.0,,
1219,63,287.png,15,94,127,115,88,65,0.3610949218273163,#735841,Brown,,887.0,287.png,2.0,M,,345.0,,
1220,63,287.png,15,105,125,142,122,129,0.4970772564411163,#8e7a81,Brown,,888.0,287.png,1.0,W,113.0,,,
1221,63,287.png,15,120,136,124,115,138,0.4649835228919983,#7c738a,Blue,333.0,,287.png,,N,,,,333.0
1222,63,287.png,15,105,138,146,147,163,0.5801612138748169,#9293a3,Blue,334.0,,287.png,,N,,,,334.0
1223,63,287.png,15,114,147,132,127,153,0.5095572471618652,#847f99,Blue,335.0,,287.png,,N,,,,335.0
1224,63,287.png,15,130,153,213,198,210,0.7923635244369507,#d5c6d2,Blue,336.0,,287.png,,N,,,,336.0
1225,63,287.png,15,127,166,126,125,155,0.4995117783546448,#7e7d9b,Blue,337.0,,287.png,,N,,,,337.0
1226,63,287.png,15,131,182,114,116,152,0.4634141027927399,#727498,Blue,338.0,,287.png,,N,,,,338.0
1227,63,287.png,15,122,175,174,172,191,0.6815485954284668,#aeacbf,Blue,339.0,,287.png,,N,,,,339.0
1228,63,287.png,15,113,181,138,129,161,0.5224302411079407,#8a81a1,Blue,340.0,,287.png,,N,,,,340.0
1229,63,287.png,15,113,168,192,183,205,0.7313674688339233,#c0b7cd,Blue,341.0,,287.png,,N,,,,341.0
1230,63,287.png,15,105,173,170,167,183,0.6619259119033813,#aaa7b7,Blue,342.0,,287.png,,N,,,,342.0
1231,63,287.png,15,87,160,133,129,164,0.5191118121147156,#8581a4,Blue,343.0,,287.png,,N,,,,343.0
1232,64,3007.png,22,58,75,146,127,148,0.5198101997375488,#927f94,Blue,344.0,,3007.png,,N,,,,344.0
1233,64,3007.png,22,56,83,144,132,154,0.5338674783706665,#90849a,Blue,345.0,,3007.png,,N,,,,345.0
1234,64,3007.png,22,41,80,141,143,164,0.5650553107261658,#8d8fa4,Blue,346.0,,3007.png,,N,,,,346.0
1235,64,3007.png,22,34,87,171,162,188,0.6501454710960388,#aba2bc,Blue,347.0,,3007.png,,N,,,,347.0
1236,64,3007.png,22,79,71,105,106,129,0.4213560819625854,#696a81,Blue,348.0,,3007.png,,N,,,,348.0
1237,64,3007.png,22,56,64,128,113,157,0.4680780470371246,#80719d,Blue,349.0,,3007.png,,N,,,,349.0
1238,64,3007.png,22,46,61,105,108,136,0.4289462864398956,#696c88,Blue,350.0,,3007.png,,N,,,,350.0
1239,64,3007.png,22,39,62,101,87,56,0.3440780639648438,#655738,Brown,,889.0,3007.png,2.0,M,,346.0,,
1240,64,3007.png,22,34,64,180,172,166,0.6794799566268921,#b4aca6,Brown,,890.0,3007.png,1.0,W,114.0,,,
1241,64,3007.png,22,58,98,98,72,73,0.3043023645877838,#624849,Brown,,891.0,3007.png,2.0,M,,347.0,,
1242,64,3007.png,22,47,97,128,100,124,0.4222760796546936,#80647c,Brown,,892.0,3007.png,2.0,M,,348.0,,
1243,64,3007.png,22,66,94,86,70,71,0.2881258726119995,#564647,Brown,,893.0,3007.png,2.0,M,,349.0,,
1244,64,3007.png,22,77,98,63,53,42,0.2130662798881531,#3f352a,Brown,,894.0,3007.png,0.0,S,,,431.0,
1245,64,3007.png,22,83,96,152,143,140,0.5674360990524292,#988f8c,Brown,,895.0,3007.png,1.0,W,115.0,,,
1246,64,3007.png,22,91,8,119,109,127,0.4408737123012543,#776d7f,Blue,351.0,,3007.png,,N,,,,351.0
1247,64,3007.png,22,124,2,163,154,182,0.6193384528160095,#a39ab6,Blue,352.0,,3007.png,,N,,,,352.0
1248,64,3007.png,22,136,16,130,126,148,0.503671407699585,#827e94,Blue,353.0,,3007.png,,N,,,,353.0
1249,64,3007.png,22,156,22,133,120,141,0.4873592257499695,#85788d,Brown,,896.0,3007.png,1.0,W,116.0,,,
1250,64,3007.png,22,157,44,149,150,166,0.5919259190559387,#9596a6,Blue,354.0,,3007.png,,N,,,,354.0
1251,64,3007.png,22,144,36,103,106,110,0.4143172800540924,#676a6e,Blue,355.0,,3007.png,,N,,,,355.0
1252,64,3007.png,22,147,56,125,129,157,0.5104659199714661,#7d819d,Blue,356.0,,3007.png,,N,,,,356.0
1253,64,3007.png,22,109,15,170,158,164,0.6313043236732483,#aa9ea4,Blue,357.0,,3007.png,,N,,,,357.0
1254,65,318.png,138,114,182,57,36,29,0.1566972583532333,#39241d,Brown,,897.0,318.png,0.0,S,,,432.0,
1255,65,318.png,138,142,172,64,34,34,0.158333346247673,#402222,Brown,,898.0,318.png,0.0,S,,,433.0,
1256,65,318.png,138,135,155,51,31,28,0.1373870670795441,#331f1c,Brown,,899.0,318.png,0.0,S,,,434.0,
1257,65,318.png,138,155,159,67,38,23,0.1689451038837433,#432617,Brown,,900.0,318.png,0.0,S,,,435.0,
1258,65,318.png,138,167,151,80,47,35,0.2084207981824875,#502f23,Brown,,901.0,318.png,0.0,S,,,436.0,
1259,65,318.png,138,163,175,133,67,36,0.3089800179004669,#854324,Brown,,902.0,318.png,2.0,M,,350.0,,
1260,65,318.png,138,161,191,71,44,36,0.1927870661020279,#472c24,Brown,,903.0,318.png,0.0,S,,,437.0,
1261,65,318.png,138,146,186,56,35,26,0.1522101908922195,#38231a,Brown,,904.0,318.png,0.0,S,,,438.0,
1262,65,318.png,138,134,189,48,31,28,0.1348870694637299,#301f1c,Brown,,905.0,318.png,0.0,S,,,439.0,
1263,65,318.png,138,119,194,88,45,31,0.208345502614975,#582d1f,Brown,,906.0,318.png,0.0,S,,,440.0,
1264,65,318.png,138,115,168,61,44,30,0.1827572584152222,#3d2c1e,Brown,,907.0,318.png,0.0,S,,,441.0,
1265,65,318.png,138,143,145,152,96,58,0.4123929142951965,#98603a,Brown,,908.0,318.png,2.0,M,,351.0,,
1266,65,318.png,138,165,134,155,110,75,0.4589764773845673,#9b6e4b,Brown,,909.0,318.png,2.0,M,,352.0,,
1267,65,318.png,138,179,136,78,42,29,0.1910302042961121,#4e2a1d,Brown,,910.0,318.png,0.0,S,,,442.0,
1268,65,318.png,138,188,119,41,32,27,0.1315764784812927,#29201b,Brown,,911.0,318.png,0.0,S,,,443.0,
1269,65,318.png,138,129,172,48,31,25,0.1340388357639313,#301f19,Brown,,912.0,318.png,0.0,S,,,444.0,
1270,65,318.png,138,152,175,54,34,27,0.1480207890272141,#36221b,Brown,,913.0,318.png,0.0,S,,,445.0,
1271,65,318.png,138,153,142,66,36,35,0.1658937335014343,#422423,Brown,,914.0,318.png,0.0,S,,,446.0,
1272,65,318.png,138,179,151,44,28,26,0.1225717663764954,#2c1c1a,Brown,,915.0,318.png,0.0,S,,,447.0,
1273,65,318.png,138,174,183,47,29,27,0.1281599998474121,#2f1d1b,Brown,,916.0,318.png,0.0,S,,,448.0,
1274,65,318.png,138,190,103,124,78,47,0.3354505896568298,#7c4e2f,Brown,,917.0,318.png,2.0,M,,353.0,,
1275,65,318.png,138,175,117,104,68,50,0.2915772795677185,#684432,Brown,,918.0,318.png,2.0,M,,354.0,,
1276,65,318.png,138,148,129,100,67,43,0.2834592163562775,#64432b,Brown,,919.0,318.png,2.0,M,,355.0,,
1277,65,318.png,138,100,180,76,36,32,0.1733788251876831,#4c2420,Brown,,920.0,318.png,0.0,S,,,449.0,
1278,65,318.png,138,185,179,74,47,29,0.2017243057489395,#4a2f1d,Brown,,921.0,318.png,0.0,S,,,450.0,
1279,65,318.png,138,186,166,46,30,32,0.1315458714962006,#2e1e20,Brown,,922.0,318.png,0.0,S,,,451.0,
1280,65,318.png,138,194,88,102,68,47,0.2890623807907104,#66442f,Brown,,923.0,318.png,2.0,M,,356.0,,
1281,65,318.png,138,129,143,79,43,32,0.1955172419548035,#4f2b20,Brown,,924.0,318.png,0.0,S,,,452.0,
1282,65,318.png,138,104,196,62,38,23,0.1647784411907196,#3e2617,Brown,,925.0,318.png,0.0,S,,,453.0,
1283,65,318.png,138,174,168,64,32,35,0.1530051082372665,#402023,Brown,,926.0,318.png,0.0,S,,,454.0,
1284,65,318.png,138,189,136,86,53,34,0.2299709916114807,#563522,Brown,,927.0,318.png,0.0,S,,,455.0,
1285,65,318.png,138,192,149,72,55,37,0.2247635275125504,#483725,Brown,,928.0,318.png,0.0,S,,,456.0,
1286,65,318.png,138,197,125,60,47,31,0.1906231343746185,#3c2f1f,Brown,,929.0,318.png,0.0,S,,,457.0,
1287,65,318.png,138,73,166,65,35,28,0.1602756977081299,#41231c,Brown,,930.0,318.png,0.0,S,,,458.0,
1288,65,318.png,138,91,160,147,105,86,0.4413925409317017,#936956,Brown,,931.0,318.png,2.0,M,,357.0,,
1289,65,318.png,138,112,147,68,55,27,0.2186027467250824,#44371b,Brown,,932.0,318.png,0.0,S,,,459.0,
1290,65,318.png,138,100,143,78,48,33,0.2089941054582596,#4e3021,Brown,,933.0,318.png,0.0,S,,,460.0,
1291,65,318.png,138,92,136,59,38,29,0.1639748960733414,#3b261d,Brown,,934.0,318.png,0.0,S,,,461.0,
1292,65,318.png,138,81,139,49,33,23,0.1399176567792892,#312117,Brown,,935.0,318.png,0.0,S,,,462.0,
1293,65,318.png,138,93,146,97,75,56,0.3070788383483887,#614b38,Brown,,936.0,318.png,2.0,M,,358.0,,
1294,65,318.png,138,76,183,54,37,22,0.155023530125618,#362516,Brown,,937.0,318.png,0.0,S,,,463.0,
1295,65,318.png,138,82,187,50,40,32,0.1629341244697571,#322820,Brown,,938.0,318.png,0.0,S,,,464.0,
1296,65,318.png,138,73,192,131,100,66,0.4083768725395203,#836442,Brown,,939.0,318.png,2.0,M,,359.0,,
1297,65,318.png,138,66,198,74,50,29,0.2101407796144485,#4a321d,Brown,,940.0,318.png,0.0,S,,,465.0,
1298,65,318.png,138,54,139,89,45,36,0.2105925530195236,#592d24,Brown,,941.0,318.png,0.0,S,,,466.0,
1299,65,318.png,138,49,131,86,53,39,0.2313847094774246,#563527,Brown,,942.0,318.png,0.0,S,,,467.0,
1300,65,318.png,138,52,119,44,33,37,0.1397094130516052,#2c2125,Brown,,943.0,318.png,0.0,S,,,468.0,
1301,65,318.png,138,63,121,59,39,30,0.1670631319284439,#3b271e,Brown,,944.0,318.png,0.0,S,,,469.0,
1302,65,318.png,138,78,123,50,37,26,0.1528211683034897,#32251a,Brown,,945.0,318.png,0.0,S,,,470.0,
1303,65,318.png,138,86,116,71,35,32,0.166406661272049,#472320,Brown,,946.0,318.png,0.0,S,,,471.0,
1304,65,318.png,138,12,127,37,30,30,0.123480387032032,#251e1e,Brown,,947.0,318.png,0.0,S,,,472.0,
1305,65,318.png,138,21,133,55,38,34,0.1620552986860275,#372622,Brown,,948.0,318.png,0.0,S,,,473.0,
1306,65,318.png,138,11,148,81,47,54,0.214626282453537,#512f36,Brown,,949.0,318.png,0.0,S,,,474.0,
1307,65,318.png,138,23,150,74,44,36,0.1952870637178421,#4a2c24,Brown,,950.0,318.png,0.0,S,,,475.0,
1308,65,318.png,138,34,144,48,37,34,0.1534164696931839,#302522,Brown,,951.0,318.png,0.0,S,,,476.0,
1309,65,318.png,138,42,159,51,24,20,0.115486666560173,#331814,Brown,,952.0,318.png,0.0,S,,,477.0,
1310,65,318.png,138,50,150,107,75,47,0.3128674626350403,#6b4b2f,Brown,,953.0,318.png,2.0,M,,360.0,,
1311,65,318.png,138,27,163,80,42,36,0.194676086306572,#502a24,Brown,,954.0,318.png,0.0,S,,,478.0,
1312,65,318.png,138,24,180,73,42,38,0.1894082427024841,#492a26,Brown,,955.0,318.png,0.0,S,,,479.0,
1313,65,318.png,138,38,185,48,35,27,0.1458262801170349,#30231b,Brown,,956.0,318.png,0.0,S,,,480.0,
1314,65,318.png,138,50,189,50,25,28,0.1197207793593407,#32191c,Brown,,957.0,318.png,0.0,S,,,481.0,
1315,65,318.png,138,56,199,54,36,32,0.1550454795360565,#362420,Brown,,958.0,318.png,0.0,S,,,482.0,
1316,65,318.png,138,21,195,94,55,36,0.2428141087293625,#5e3724,Brown,,959.0,318.png,0.0,S,,,483.0,
1317,65,318.png,138,7,199,55,39,31,0.1640125513076782,#37271f,Brown,,960.0,318.png,0.0,S,,,484.0,
1318,65,318.png,138,1,179,67,59,50,0.2354945093393326,#433b32,Brown,,961.0,318.png,0.0,S,,,485.0,
1319,65,318.png,138,13,89,37,29,27,0.1198266670107841,#251d1b,Brown,,962.0,318.png,0.0,S,,,486.0,
1320,65,318.png,138,16,78,45,28,27,0.1236878409981728,#2d1c1b,Brown,,963.0,318.png,0.0,S,,,487.0,
1321,65,318.png,138,1,95,78,54,37,0.2269580364227295,#4e3625,Brown,,964.0,318.png,0.0,S,,,488.0,
1322,65,318.png,138,37,91,44,40,32,0.1579341292381287,#2c2820,Brown,,965.0,318.png,0.0,S,,,489.0,
1323,65,318.png,138,38,80,110,89,104,0.3707607984542847,#6e5968,Brown,,966.0,318.png,2.0,M,,361.0,,
1324,65,318.png,138,23,102,43,38,30,0.1509243100881577,#2b261e,Brown,,967.0,318.png,0.0,S,,,490.0,
1325,65,318.png,138,46,105,55,39,29,0.1634470522403717,#37271d,Brown,,968.0,318.png,0.0,S,,,491.0,
1326,65,318.png,138,78,85,44,28,30,0.1237027421593666,#2c1c1e,Brown,,969.0,318.png,0.0,S,,,492.0,
1327,65,318.png,138,79,97,78,50,39,0.2163015753030777,#4e3227,Brown,,970.0,318.png,0.0,S,,,493.0,
1328,65,318.png,138,82,105,77,44,30,0.1960905939340591,#4d2c1e,Brown,,971.0,318.png,0.0,S,,,494.0,
1329,65,318.png,138,74,104,53,36,32,0.1542121469974518,#352420,Brown,,972.0,318.png,0.0,S,,,495.0,
1330,65,318.png,138,111,87,40,31,23,0.1268066614866257,#281f17,Brown,,973.0,318.png,0.0,S,,,496.0,
1331,65,318.png,138,94,117,81,45,49,0.2076015770435333,#512d31,Brown,,974.0,318.png,0.0,S,,,497.0,
1332,65,318.png,138,105,106,77,60,50,0.2466333359479904,#4d3c32,Brown,,975.0,318.png,0.0,S,,,498.0,
1333,65,318.png,138,108,99,97,72,56,0.2986623644828796,#614838,Brown,,976.0,318.png,2.0,M,,362.0,,
1334,65,318.png,138,119,96,60,38,26,0.1639599949121475,#3c261a,Brown,,977.0,318.png,0.0,S,,,499.0,
1335,65,318.png,138,121,81,40,31,29,0.1285031288862228,#281f1d,Brown,,978.0,318.png,0.0,S,,,500.0,
1336,65,318.png,138,143,87,45,25,28,0.115554116666317,#2d191c,Brown,,979.0,318.png,0.0,S,,,501.0,
1337,65,318.png,138,146,96,88,47,36,0.2153701931238174,#582f24,Brown,,980.0,318.png,0.0,S,,,502.0,
1338,65,318.png,138,132,100,46,33,19,0.136286661028862,#2e2113,Brown,,981.0,318.png,0.0,S,,,503.0,
1339,65,318.png,138,146,111,103,63,46,0.2755854725837708,#673f2e,Brown,,982.0,318.png,2.0,M,,363.0,,
1340,65,318.png,138,128,116,48,35,22,0.1444125473499298,#302316,Brown,,983.0,318.png,0.0,S,,,504.0,
1341,65,318.png,138,118,118,73,41,31,0.1846235394477844,#49291f,Brown,,984.0,318.png,0.0,S,,,505.0,
1342,65,318.png,138,125,122,75,47,31,0.203123152256012,#4b2f1f,Brown,,985.0,318.png,0.0,S,,,506.0,
1343,65,318.png,138,157,77,60,36,36,0.161176472902298,#3c2424,Brown,,986.0,318.png,0.0,S,,,507.0,
1344,65,318.png,138,160,86,128,99,88,0.4092917740345001,#806358,Brown,,987.0,318.png,2.0,M,,364.0,,
1345,65,318.png,138,6,14,71,39,34,0.1781941205263138,#472722,Brown,,988.0,318.png,0.0,S,,,508.0,
1346,65,318.png,138,16,60,66,46,34,0.1936658918857574,#422e22,Brown,,989.0,318.png,0.0,S,,,509.0,
1347,65,318.png,138,53,60,58,33,31,0.1496796160936356,#3a211f,Brown,,990.0,318.png,0.0,S,,,510.0,
1348,65,318.png,138,57,50,79,44,34,0.1988882422447205,#4f2c22,Brown,,991.0,318.png,0.0,S,,,511.0,
1349,65,318.png,138,57,72,46,28,31,0.1256521493196487,#2e1c1f,Brown,,992.0,318.png,0.0,S,,,512.0,
1350,65,318.png,138,75,61,83,51,30,0.2207290083169937,#53331e,Brown,,993.0,318.png,0.0,S,,,513.0,
1351,65,318.png,138,85,60,44,45,25,0.169982373714447,#2c2d19,Brown,,994.0,318.png,0.0,S,,,514.0,
1352,65,318.png,138,55,21,37,29,23,0.1186956837773323,#251d17,Brown,,995.0,318.png,0.0,S,,,515.0,
1353,65,318.png,138,39,16,98,73,54,0.3017356991767883,#624936,Brown,,996.0,318.png,2.0,M,,365.0,,
1354,65,318.png,138,40,25,72,54,39,0.2225235253572464,#483627,Brown,,997.0,318.png,0.0,S,,,516.0,
1355,65,318.png,138,71,4,45,39,30,0.1553964763879776,#2d271e,Brown,,998.0,318.png,0.0,S,,,517.0,
1356,65,318.png,138,81,10,50,28,27,0.127854511141777,#321c1b,Brown,,999.0,318.png,0.0,S,,,518.0,
1357,65,318.png,138,73,19,78,47,29,0.2050576508045197,#4e2f1d,Brown,,1000.0,318.png,0.0,S,,,519.0,
1358,65,318.png,138,80,33,66,44,34,0.1880549043416977,#422c22,Brown,,1001.0,318.png,0.0,S,,,520.0,
1359,65,318.png,138,98,42,53,33,31,0.1455129534006119,#35211f,Brown,,1002.0,318.png,0.0,S,,,521.0,
1360,65,318.png,138,108,36,44,35,28,0.142775684595108,#2c231c,Brown,,1003.0,318.png,0.0,S,,,522.0,
1361,65,318.png,138,116,47,39,38,21,0.145046278834343,#272615,Brown,,1004.0,318.png,0.0,S,,,523.0,
1362,65,318.png,138,106,62,54,40,27,0.1648537367582321,#36281b,Brown,,1005.0,318.png,0.0,S,,,524.0,
1363,65,318.png,138,97,55,46,31,27,0.1329376548528671,#2e1f1b,Brown,,1006.0,318.png,0.0,S,,,525.0,
1364,65,318.png,138,122,31,53,46,34,0.1828325539827347,#352e22,Brown,,1007.0,318.png,0.0,S,,,526.0,
1365,65,318.png,138,126,22,73,32,24,0.1573949158191681,#492018,Brown,,1008.0,318.png,0.0,S,,,527.0,
1366,65,318.png,138,136,20,100,69,49,0.2907666563987732,#644531,Brown,,1009.0,318.png,2.0,M,,366.0,,
1367,65,318.png,138,134,30,47,35,30,0.1458411812782288,#2f231e,Brown,,1010.0,318.png,0.0,S,,,528.0,
1368,65,318.png,138,148,12,41,31,22,0.1273572444915771,#291f16,Brown,,1011.0,318.png,0.0,S,,,529.0,
1369,65,318.png,138,157,8,67,42,23,0.1801670640707016,#432a17,Brown,,1012.0,318.png,0.0,S,,,530.0,
1370,65,318.png,138,146,38,66,37,35,0.1686992198228836,#422523,Brown,,1013.0,318.png,0.0,S,,,531.0,
1371,65,318.png,138,151,34,88,50,32,0.2226556837558746,#583220,Brown,,1014.0,318.png,0.0,S,,,532.0,
1372,65,318.png,138,153,47,57,33,24,0.1468670666217804,#392118,Brown,,1015.0,318.png,0.0,S,,,533.0,
1373,65,318.png,138,153,59,76,34,29,0.166919618844986,#4c221d,Brown,,1016.0,318.png,0.0,S,,,534.0,
1374,65,318.png,138,146,68,25,28,34,0.1090003922581673,#191c22,Brown,,1017.0,318.png,0.0,S,,,535.0,
1375,65,318.png,138,163,44,37,35,24,0.135811373591423,#252318,Brown,,1018.0,318.png,0.0,S,,,536.0,
1376,65,318.png,138,166,33,45,26,22,0.1166631355881691,#2d1a16,Brown,,1019.0,318.png,0.0,S,,,537.0,
1377,65,318.png,138,165,51,80,48,34,0.2109435200691223,#503022,Brown,,1020.0,318.png,0.0,S,,,538.0,
1378,65,318.png,138,109,21,70,63,39,0.2461062669754028,#463f27,Brown,,1021.0,318.png,0.0,S,,,539.0,
1379,65,318.png,138,107,11,119,85,60,0.3545980453491211,#77553c,Brown,,1022.0,318.png,2.0,M,,367.0,,
1380,65,318.png,138,102,22,99,65,33,0.2741874754428864,#634121,Brown,,1023.0,318.png,2.0,M,,368.0,,
1381,65,318.png,138,16,4,86,53,45,0.233081191778183,#56352d,Brown,,1024.0,318.png,0.0,S,,,540.0,
1382,65,318.png,138,9,1,129,95,70,0.3938137590885162,#815f46,Brown,,1025.0,318.png,2.0,M,,369.0,,
1383,65,318.png,138,117,62,69,67,43,0.2576259076595306,#45432b,Brown,,1026.0,318.png,0.0,S,,,541.0,
